,0,1,2,3,4
43.7,2016,Female,All,"Columbus, OH",43.7
44.6,2016,Female,All,"Indianapolis (Marion County), IN",44.6
48.2,2016,Female,All,"Kansas City, MO",48.2
31.0,2016,Male,All,"San Diego County, CA",31.0
37.4,2016,Male,All,"Oakland (Alameda County), CA",37.4
37.6,2016,Male,All,"Denver, CO",37.6
42.1,2016,Male,All,"Portland (Multnomah County), OR",42.1
48.4,2016,Male,All,"Minneapolis, MN",48.4
57.4,2016,Male,All,"Indianapolis (Marion County), IN",57.4
60.5,2016,Male,All,"Kansas City, MO",60.5
63.2,2016,Male,All,"Philadelphia, PA",63.2
77.1,2016,Male,All,"Columbus, OH",77.1
